index,,name,sku,selling_price,original_price,currency,availability,color,category,source,,breadcrumbs,description,brand,images,country,language,average_rating,reviews_count,crawled_at
157,,ZX 2K Boost 2.0 Shoes,GZ7745,105,$150 ,USD,InStock,Grey,Shoes,adidas United States,,Men/Shoes,"Inspired by the digital and tactile satisfaction of our everyday. Reflective pops define the tech upper of the ZX 2K BOOST 2.0. Lace in, let the softness embrace your feet. The cushioning of wrapped Boost brings satisfaction to every step.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d79107c8dcb34f49937aad5c00811ee1_9366/ZX_2K_Boost_2.0_Shoes_Grey_GZ7745_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5d27a9dc0f864af6832bad5c008121ce_9366/ZX_2K_Boost_2.0_Shoes_Grey_GZ7745_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b37dd270cd25447fb19dad5c00812340_9366/ZX_2K_Boost_2.0_Shoes_Grey_GZ7745_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/809aa55f7e804c7b8e96ad5c0081253a_9366/ZX_2K_Boost_2.0_Shoes_Grey_GZ7745_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/bc936e04c1b74659b214ad5c0081259f_9366/ZX_2K_Boost_2.0_Shoes_Grey_GZ7745_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/be8bdeecf72441d4b443ad5c00811f50_9366/ZX_2K_Boost_2.0_Shoes_Grey_GZ7745_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/450501544e1347bfaafbad5c0088ce6e_9366/ZX_2K_Boost_2.0_Shoes_Grey_GZ7745_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d1932365dd264d1b9875ad5c0081280c_9366/ZX_2K_Boost_2.0_Shoes_Grey_GZ7745_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/eee3bba435aa4724abc7ad5c0088ca9b_9366/ZX_2K_Boost_2.0_Shoes_Grey_GZ7745_42_detail.jpg",USA,en,4.7,183,50:40.1
158,,ZX 2K Boost 2.0 Shoes,GZ7734,105,$150 ,USD,InStock,White,Shoes,adidas United States,,Men/Shoes,"Inspired by the digital and tactile satisfaction of our everyday. Reflective pops define the tech upper of the ZX 2K BOOST 2.0. Lace in, let the softness embrace your feet. The cushioning of wrapped Boost brings satisfaction to every step.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/17d95081650e473e9ba3acf500caedfe_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7734_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/08d2b8db7d3b4a81bd80acf500cafb0b_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7734_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0626ead0a45c40f9ac24acf500cafeb9_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7734_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/1f6e6b0b79b141208755acf500cb0670_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7734_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/307ad93701304500ba46acf500cb0ada_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7734_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/716d1abffa65486e9b52acf500caf2b2_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7734_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/60a91594899a47798162acf500e53357_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7734_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/23c2648568f34015b182acf500e53b5f_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7734_42_detail.jpg",USA,en,4.7,183,50:40.3
159,,Badge of Sport Classic Tee (Plus size),HA3053,20,$25 ,USD,InStock,Green,Clothing,adidas United States,,Women/Clothing,"Whether you're running to the gym or sprinting through your errands, you want to stay comfortable through it all. This adidas tee is made with moisture-absorbing AEROREADY to keep your back feeling dry. An elongated hem with side slits offers styling versatility.

By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5a3e64dbd0c2449ba4faad0a002d3c12_9366/Badge_of_Sport_Classic_Tee_(Plus_size)_Green_HA3053_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/fb8dd6d7f0264f71b497ad0a002e055d_9366/Badge_of_Sport_Classic_Tee_(Plus_size)_Green_HA3053_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/922d8eded6b043f6a478ad0a0027cb67_9366/Badge_of_Sport_Classic_Tee_(Plus_size)_Green_HA3053_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/44aeac002ddd4aa588c4ad030027a32c_9366/Badge_of_Sport_Classic_Tee_(Plus_size)_Green_HA3053_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/67d539a94009483a8e93ad0a0029f79a_9366/Badge_of_Sport_Classic_Tee_(Plus_size)_Green_HA3053_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5b466aa0fc7f4a7d83c8ad0a002a58ee_9366/Badge_of_Sport_Classic_Tee_(Plus_size)_Green_HA3053_42_detail.jpg",USA,en,4.3,27,50:40.4
160,,ZX 2K Boost 2.0 Shoes,GY8283,105,$150 ,USD,InStock,Black,Shoes,adidas United States,,Men/Shoes,"These adidas ZX shoes may not be about speed anymore, but the running-inspired style still has the look of it. Bright colors flow throughout the textile upper to add a spark of flavor to your daily moves. All of it rides on energy-returning Boost cushioning.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a3e6e80fe82742e4afecacc3004a9d3e_9366/ZX_2K_Boost_2.0_Shoes_Black_GY8283_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/1fb24c2baf5448248f4ead240178dbe1_9366/ZX_2K_Boost_2.0_Shoes_Black_GY8283_012_hover_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/99c35c6d122946398134acc3004a81f3_9366/ZX_2K_Boost_2.0_Shoes_Black_GY8283_02_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7ea414bdc8404d08844facc3004f21a0_9366/ZX_2K_Boost_2.0_Shoes_Black_GY8283_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e60e0c4d57874381a7faacc3005053ea_9366/ZX_2K_Boost_2.0_Shoes_Black_GY8283_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b9f2cdd8d7e04b549aa6acc3004d65bd_9366/ZX_2K_Boost_2.0_Shoes_Black_GY8283_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e740450414d14bcbaa05acc3004c059b_9366/ZX_2K_Boost_2.0_Shoes_Black_GY8283_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/27f8d01a3bd94d0785f3acc3004ae0ad_9366/ZX_2K_Boost_2.0_Shoes_Black_GY8283_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0feb9995683f46f2a5c9acc3004c70ee_9366/ZX_2K_Boost_2.0_Shoes_Black_GY8283_42_detail.jpg",USA,en,4.7,183,50:40.5
161,,Fleece Sweatshirt,S97358,18,$30 ,USD,InStock,Blue,Clothing,adidas United States,,Men/Clothing,"As temperatures start to drop, this sweatshirt keeps you warmed up in soft fleece. The relaxed shape comfortably layers over your workout clothes. Sweat-wicking fabric helps you stay comfortable wherever the day takes you.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a33e009b49f049b2866ca864013c53a1_9366/Fleece_Sweatshirt_Blue_S97358_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/55925a72de6f48988d51a864013c9074_9366/Fleece_Sweatshirt_Blue_S97358_02_laydown_hover.jpg",USA,en,4.8,53,50:41.0
162,,Hyperglam Crop Crew Sweatshirt,HE9397,48,$60 ,USD,InStock,Black,Clothing,adidas United States,,Women/Clothing,"The Hyperglam Crop Crew Sweatshirt is cozy proof that you can still rock the cropped silhouette trend even when the temperatures drop.​
​
The hem is the only thing falling short in your new favorite wardrobe essential. With comfort at the forefront, the flattering cropped length and relaxed fit make it a casual-cool choice post-Barre class or for when you're catching up with friends in the park.
​
Cut from an unbelievably soft cotton-blend fabric, the iconic 3-Stripes detailing and subtle branding further elevate this winter staple.
​
Wear yours with high-rise sweatpants for maximum style points, or layer over a leotard for additional coverage.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d35ebdbeb2044088bee0ad47007f1e11_9366/Hyperglam_Crop_Crew_Sweatshirt_Black_HE9397_HM1.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/df0c62aca0c7448e9546ad47007f2533_9366/Hyperglam_Crop_Crew_Sweatshirt_Black_HE9397_HM3_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7f324e1c8aad4b65af6cad47007f31a8_9366/Hyperglam_Crop_Crew_Sweatshirt_Black_HE9397_HM4.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ba44e275353e414aa8b3ad4700de51ca_9366/Hyperglam_Crop_Crew_Sweatshirt_Black_HE9397_HM5.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9137c25dc6a64358aab9ad47007f54c9_9366/Hyperglam_Crop_Crew_Sweatshirt_Black_HE9397_HM6.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/490b196f2ab0432283d2ad4700de5a06_9366/Hyperglam_Crop_Crew_Sweatshirt_Black_HE9397_HM7.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4574f313c38b430e818cad47007f5e98_9366/Hyperglam_Crop_Crew_Sweatshirt_Black_HE9397_HM8.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8e7fc745643b4d7e9669ad47007f66c9_9366/Hyperglam_Crop_Crew_Sweatshirt_Black_HE9397_HM9.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d73061d00e2941748844ad47007f29ba_9366/Hyperglam_Crop_Crew_Sweatshirt_Black_HE9397_HM30.jpg",USA,en,4.7,25,50:41.1
163,,Swift X Shoes,GX8386,60,$85 ,USD,InStock,White,Shoes,adidas United States,,Women/Shoes,"If you're looking for versatility, look no further than these adidas Swift X Shoes. Because the streamlined, Colorful style means you can keep things subtle, or go big on the drama. Maybe a mix of both? The point is, it's your call, and these go with just about any outfit. In fact, we can't think of one it wouldn't go with. Who doesn't love a ball gown and sneakers? A statement is a statement no matter where you are.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/7c60b91b2be44ac3b4cfad4d0156dd44_9366/Swift_X_Shoes_White_GX8386_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c035baf7d84c4fc8aa3ead4d015725ab_9366/Swift_X_Shoes_White_GX8386_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/673c09ee43fc4ed0b344ad4d0155fb12_9366/Swift_X_Shoes_White_GX8386_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/698dea967ca2412d9771ad4d01561a7d_9366/Swift_X_Shoes_White_GX8386_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b4933dbb7dad41ceb457ad4d0158bec9_9366/Swift_X_Shoes_White_GX8386_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f641a5cb1df84e72bed3ad4d0157fd03_9366/Swift_X_Shoes_White_GX8386_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7e4420eb43404ee39137ad4d01581d61_9366/Swift_X_Shoes_White_GX8386_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a9665d0b03b7496e8bb7ad4d0159a558_9366/Swift_X_Shoes_White_GX8386_42_detail.jpg",USA,en,4.3,55,50:41.1
164,,Hyperglam Crop Crew Sweatshirt,HF4154,48,$60 ,USD,InStock,Purple,Clothing,adidas United States,,Women/Clothing,"The Hyperglam Crop Crew Sweatshirt is cozy proof that you can still rock the cropped silhouette trend even when the temperatures drop.​
​
The hem is the only thing falling short in your new favorite wardrobe essential. With comfort at the forefront, the flattering cropped length and relaxed fit make it a casual-cool choice post-Barre class or for when you're catching up with friends in the park.
​
Cut from an unbelievably soft cotton-blend fabric, the iconic 3-Stripes detailing and subtle branding further elevate this winter staple.
​
Wear yours with high-rise sweatpants for maximum style points, or layer over a leotard for additional coverage.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/1237e4c68c934be19347ad4700844c94_9366/Hyperglam_Crop_Crew_Sweatshirt_Purple_HF4154_HM1.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/59bedc6a1d6149169cb5ad4700845463_9366/Hyperglam_Crop_Crew_Sweatshirt_Purple_HF4154_HM3_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/887b6c830a5f42edadddad4700845c3a_9366/Hyperglam_Crop_Crew_Sweatshirt_Purple_HF4154_HM4.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/129842061a9140df898bad4700e4cf64_9366/Hyperglam_Crop_Crew_Sweatshirt_Purple_HF4154_HM5.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/900f7152a92b4f6a931cad4700847925_9366/Hyperglam_Crop_Crew_Sweatshirt_Purple_HF4154_HM6.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0f265d80cb8f4b519acead4700e4d730_9366/Hyperglam_Crop_Crew_Sweatshirt_Purple_HF4154_HM7.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/95db2ed8476b41e6af35ad4700e4dfc8_9366/Hyperglam_Crop_Crew_Sweatshirt_Purple_HF4154_HM8.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/510978800f004ebfa87fad470084836a_9366/Hyperglam_Crop_Crew_Sweatshirt_Purple_HF4154_HM9.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c0fd2efa32c14abdac82ad4400e57a22_9366/Hyperglam_Crop_Crew_Sweatshirt_Purple_HF4154_HM30.jpg",USA,en,4.7,25,50:41.3
165,,Adilette Slides,H00142,32,$45 ,USD,InStock,White,Shoes,adidas United States,,Women/Shoes,You can still wear these adidas slides in cool weather. Just add socks and rock it. Flowers up top are sure to keep you dreaming of sunny days and poolside lounging. When the sun finally does come out? These are ready for it.,adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6ab228a711d84b61872fad1e00e4c37b_9366/Adilette_Slides_White_H00142_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/01ff138eb2bb46b6bb8cad1e00e4d222_9366/Adilette_Slides_White_H00142_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/97bbb0704f6e4396bb91ad1e00e4d945_9366/Adilette_Slides_White_H00142_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/eb43aad16f224ae7a868ad1e00e4e085_9366/Adilette_Slides_White_H00142_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/34ab1fd1b7304a81b13fad1e01600984_9366/Adilette_Slides_White_H00142_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/bb765fea60e9437a93e7ad1e00e4cb3b_9366/Adilette_Slides_White_H00142_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/26acc7dc0f5541b9bc9cad1e00e4ec6f_9366/Adilette_Slides_White_H00142_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ed4ca128df734a19b226ad1e01600fc2_9366/Adilette_Slides_White_H00142_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a67eb9a3dc07411c9dffad1e016018ee_9366/Adilette_Slides_White_H00142_42_detail.jpg",USA,en,4.4,207,50:41.3
166,,Swift X Shoes,GX8387,60,$85 ,USD,InStock,Red,Shoes,adidas United States,,Women/Shoes,"If you're looking for versatility, look no further than these adidas Swift X Shoes. Because the streamlined, Colorful style means you can keep things subtle, or go big on the drama. Maybe a mix of both? The point is, it's your call, and these go with just about any outfit. In fact, we can't think of one it wouldn't go with. Who doesn't love a ball gown and sneakers? A statement is a statement no matter where you are.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3181e9d6aaf64c5e9a91ad440156f925_9366/Swift_X_Shoes_Red_GX8387_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/03d6a99f6f2d4eb2bc85ad4401571c2c_9366/Swift_X_Shoes_Red_GX8387_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/33f0bea9060945efb467ad44015168b4_9366/Swift_X_Shoes_Red_GX8387_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a277d930da73483f89ecad440155982e_9366/Swift_X_Shoes_Red_GX8387_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0e145c73a0e6434e8173ad44015a9aa4_9366/Swift_X_Shoes_Red_GX8387_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/112fa0fc0f254a7dbcbfad440156d37c_9366/Swift_X_Shoes_Red_GX8387_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/14dfb6fc1c424bc99725ad4401566913_9366/Swift_X_Shoes_Red_GX8387_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2df40ed520a0489c8807ad4401576b42_9366/Swift_X_Shoes_Red_GX8387_42_detail.jpg",USA,en,4.3,55,50:41.4
167,,ZX 2K Boost 2.0 Shoes,GZ7733,105,$150 ,USD,InStock,Blue,Shoes,adidas United States,,Men/Shoes,"Inspired by the digital and tactile satisfaction of our everyday. Reflective pops define the tech upper of the ZX 2K BOOST 2.0. Lace in, let the softness embrace your feet. The cushioning of wrapped Boost brings satisfaction to every step.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b0ac009a575444bb9490acee00d58a6d_9366/ZX_2K_Boost_2.0_Shoes_Blue_GZ7733_01_standard.jpg~https://assets.adidas.com/videos/w_600,f_auto,q_auto/35369e09c906445b90e9ad1e013349a7_d98c/ZX_2K_Boost_2.0_Shoes_Blue_GZ7733_video.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/de23ec1501b340c68850acee00d5986b_9366/ZX_2K_Boost_2.0_Shoes_Blue_GZ7733_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/cd714fc80dc540ea9366acee00db3386_9366/ZX_2K_Boost_2.0_Shoes_Blue_GZ7733_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/833f8e77e29643998565acee00db39ea_9366/ZX_2K_Boost_2.0_Shoes_Blue_GZ7733_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a35aef5159be42748abcacee00db4226_9366/ZX_2K_Boost_2.0_Shoes_Blue_GZ7733_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4312cc625c934fbcbfdfacee00d590c7_9366/ZX_2K_Boost_2.0_Shoes_Blue_GZ7733_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d8fd4e25b8e04537859eacee00f4a638_9366/ZX_2K_Boost_2.0_Shoes_Blue_GZ7733_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/948fdc30e0284e119733acee00db477e_9366/ZX_2K_Boost_2.0_Shoes_Blue_GZ7733_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d37e7d48c4b948c9b46eacee00db4d58_9366/ZX_2K_Boost_2.0_Shoes_Blue_GZ7733_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/cb6e2e5edc004db0bfa4ad1e013396da_9366/ZX_2K_Boost_2.0_Shoes_Blue_GZ7733_HM1.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f9ba442ac9a649f2b4bcad1e01363cd4_9366/ZX_2K_Boost_2.0_Shoes_Blue_GZ7733_HM3.jpg",USA,en,4.7,183,50:41.6
168,,adidas Sportswear Comfy & Chill Full Zip Hoodie,H45371,56,$70 ,USD,InStock,Grey,Clothing,adidas United States,,Men/Clothing,"Make no mistake. Doing nothing is actually doing something. It's resetting. Unwinding. Rewarding all your hard work. So do nothing, or do something – and can we suggest doing it in this adidas hoodie? Because the ultra-soft French terry fabric provides one of the best rewards to it all: comfort. Settle in. It's easy to do with this sweatshirt.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/21af4bfeab0146dfa48aad23002df1c7_9366/adidas_Sportswear_Comfy_and_Chill_Full_Zip_Hoodie_Grey_H45371_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4030e7a904a843e8b7fdad23002df9fa_9366/adidas_Sportswear_Comfy_and_Chill_Full_Zip_Hoodie_Grey_H45371_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7f75112d1bcc44148b7dad23002e0272_9366/adidas_Sportswear_Comfy_and_Chill_Full_Zip_Hoodie_Grey_H45371_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f1e985479c734d1fb867ad25006054ba_9366/adidas_Sportswear_Comfy_and_Chill_Full_Zip_Hoodie_Grey_H45371_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/738a0662b8b64adfaa28ad23002e0ed9_9366/adidas_Sportswear_Comfy_and_Chill_Full_Zip_Hoodie_Grey_H45371_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/dd35cc22577641c9b5f0ad23002e1b0d_9366/adidas_Sportswear_Comfy_and_Chill_Full_Zip_Hoodie_Grey_H45371_42_detail.jpg",USA,en,4.2,32,50:41.7
169,,adidas Sportswear Seasonals Stadium Shorts,H47892,32,$40 ,USD,InStock,Black,Clothing,adidas United States,,Women/Clothing,"Is there anything that says ease more than sweat shorts? What about comfort? The answer is no. Let us tell you why using these adidas shorts as an example. You've got ultra-cozy French terry material. An elastic, adjustable waist means personalized comfort. Plus they straight up just go practically anywhere. It's universally accepted. Pre-workout, post-session, that's about 23 hours a day you can be feeling good in these shorts.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2eafe5ef250a480380b3ad2400b2d432_9366/adidas_Sportswear_Seasonals_Stadium_Shorts_Black_H47892_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/12505c8c768647929b68ad2400b2dbd1_9366/adidas_Sportswear_Seasonals_Stadium_Shorts_Black_H47892_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/91e4b25b653a497b81d8ad2400b2e274_9366/adidas_Sportswear_Seasonals_Stadium_Shorts_Black_H47892_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/603a48be3c2b4afe95c2ad250061a9fb_9366/adidas_Sportswear_Seasonals_Stadium_Shorts_Black_H47892_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5374a106739a492e8f90ad2400b2ecf5_9366/adidas_Sportswear_Seasonals_Stadium_Shorts_Black_H47892_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c47246a75204475c90e8ad2400b2f534_9366/adidas_Sportswear_Seasonals_Stadium_Shorts_Black_H47892_42_detail.jpg",USA,en,4.6,8,50:41.8
170,,adidas Sportswear Future Icons Camo Graphic Sweatshirt,HA5836,48,$60 ,USD,InStock,Multicolor,Clothing,adidas United States,,Men/Clothing,"Move from gym to work to home without skipping a beat in this adidas sweatshirt. Covered in a modern camouflage design, it brings stealth style to your everyday look. Soft cotton French terry keeps you comfortable every step of the way.

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4d3ed14bd22549f180edad6a01141d6e_9366/adidas_Sportswear_Future_Icons_Camo_Graphic_Sweatshirt_Multicolor_HA5836_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/15e8a91ef6c24f3893c6ad6a011423ea_9366/adidas_Sportswear_Future_Icons_Camo_Graphic_Sweatshirt_Multicolor_HA5836_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/6727ae24094f4959b6d6ad6a01142b16_9366/adidas_Sportswear_Future_Icons_Camo_Graphic_Sweatshirt_Multicolor_HA5836_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8b2b3bbd4e8c40469dccad6a01145165_9366/adidas_Sportswear_Future_Icons_Camo_Graphic_Sweatshirt_Multicolor_HA5836_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8133106606074c8dab67ad6a011435fd_9366/adidas_Sportswear_Future_Icons_Camo_Graphic_Sweatshirt_Multicolor_HA5836_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4f2a4900882f482d9868ad6a01143f85_9366/adidas_Sportswear_Future_Icons_Camo_Graphic_Sweatshirt_Multicolor_HA5836_42_detail.jpg",USA,en,4.9,19,50:42.0
171,,EQ21 Run Shoes,H00541,64,$80 ,USD,InStock,Grey,Shoes,adidas United States,,Women/Shoes,"Log miles in confidence with these adidas running shoes. The breathable upper lets your feet stay fresh on long runs. Lightweight cushioning keeps a comfortable spring in your step from the first toe-off to the final heel strike. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b0c8c621803e49de8ddcad1e01694ca5_9366/EQ21_Run_Shoes_Grey_H00541_01_standard.jpg~https://assets.adidas.com/videos/w_600,f_auto,q_auto/4fa1bc4ffcc94303ac64ad6c009aedbd_d98c/EQ21_Run_Shoes_Grey_H00541_video.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/05b9be82c889424dbf26ad1e01695a4d_9366/EQ21_Run_Shoes_Grey_H00541_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0dc9808133d04f92a4c1ad1e016961a3_9366/EQ21_Run_Shoes_Grey_H00541_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4bae6b3f85ff41f9ba5cad1e0169693f_9366/EQ21_Run_Shoes_Grey_H00541_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9f3c222cea8743d8ab07ad1e01697058_9366/EQ21_Run_Shoes_Grey_H00541_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c48f3ce87cd046bd8c8fad1e01695388_9366/EQ21_Run_Shoes_Grey_H00541_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f51055f388684503a59fad1e016989b3_9366/EQ21_Run_Shoes_Grey_H00541_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7baaebb82ef645ee917dad1e016978cc_9366/EQ21_Run_Shoes_Grey_H00541_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5a16f127edcd432998afad1e01697df8_9366/EQ21_Run_Shoes_Grey_H00541_42_detail.jpg",USA,en,4.4,152,50:42.1
