Product ID,Product Name,Category,Price,Discount,Tax Rate,Stock Level,Supplier ID,Customer Age Group,Customer Location,Customer Gender,Shipping Cost,Shipping Method,Return Rate,Seasonality,Popularity Index
P2598,Flats,Footwear,1821.1,10,5,173,S410,55+,"Sydney, Australia",Male,18.04,Standard,19.09,Yes,32
P1265,Air Conditioner,Home Appliances,95.2,0,12,240,S720,25-34,"Cape Town, South Africa",Non-Binary,26.38,Express,8.79,No,79
P3502,Shirt,Apparel,1866.51,20,8,327,S292,45-54,Singapore,Non-Binary,29.81,Overnight,2.38,No,94
P3203,Magazines,Books,1139.76,15,15,426,S498,25-34,"Dubai, UAE",Female,47.88,Overnight,9.25,Yes,24
P4778,Boots,Footwear,1576.03,20,5,300,S953,18-24,"New York, USA",Male,13.35,Express,12.59,Yes,51
P3332,Air Conditioner,Home Appliances,515.6,0,15,442,S751,25-34,"Paris, France",Male,44.77,Express,7.79,No,98
P1440,Sneakers,Footwear,655.07,15,8,388,S603,25-34,"Tokyo, Japan",Female,3.19,Overnight,13.61,Yes,90
P8270,Vacuum Cleaner,Home Appliances,1670.69,15,15,108,S430,55+,"Sydney, Australia",Male,1.47,Overnight,18.21,Yes,26
P1740,Vacuum Cleaner,Home Appliances,292.04,20,8,362,S707,45-54,"Berlin, Germany",Non-Binary,47.74,Express,6.57,Yes,1
P7852,Skirt,Apparel,1350.53,5,5,398,S387,25-34,"Chicago, USA",Non-Binary,3.22,Standard,8.72,No,77
P3937,Vacuum Cleaner,Home Appliances,777.16,20,8,495,S238,25-34,"New York, USA",Non-Binary,39.25,Standard,3.33,Yes,36
P5270,Vacuum Cleaner,Home Appliances,121.97,10,8,460,S166,18-24,"Mumbai, India",Non-Binary,29.78,Standard,15.32,Yes,50
P8866,Non-Fiction,Books,977.04,15,15,113,S255,18-24,"Paris, France",Female,20.66,Standard,10.29,No,62
P2370,Hiking Shoes,Footwear,1502.61,25,10,283,S444,25-34,Singapore,Female,16.02,Overnight,5.66,No,15
P3237,Cookbooks,Books,192.58,0,10,361,S757,35-44,"Houston, USA",Female,21.3,Overnight,14.05,Yes,14
P9089,Fiction,Books,1907.44,25,10,373,S217,25-34,"Berlin, Germany",Non-Binary,43.52,Express,1.03,No,79
P1326,Comics,Books,1036.98,25,5,489,S590,18-24,"Toronto, Canada",Non-Binary,27.24,Standard,14.58,Yes,74
P4552,Magazines,Books,124.49,0,12,384,S479,45-54,"Chicago, USA",Male,0.87,Overnight,17.69,No,38
P4084,Flats,Footwear,1150.96,20,15,44,S901,25-34,"Berlin, Germany",Male,46.78,Overnight,10.98,No,37
P1062,Textbooks,Books,788.03,10,8,491,S280,35-44,"Chicago, USA",Male,35.89,Express,6.26,Yes,7
P6277,Comics,Books,501.22,5,10,138,S822,25-34,"Chicago, USA",Non-Binary,21.57,Express,8.87,Yes,33
P8951,Jeans,Apparel,635.95,10,10,263,S903,18-24,"New York, USA",Non-Binary,30.21,Express,6.88,No,26
P3427,Non-Fiction,Books,1624.59,5,8,43,S352,45-54,"Tokyo, Japan",Non-Binary,24.38,Standard,19.36,No,57
P1449,Dress,Apparel,426.6,0,10,4,S570,35-44,"Cape Town, South Africa",Male,3.14,Express,12.92,Yes,42
P1169,Washing Machine,Home Appliances,468.91,25,15,385,S322,18-24,"Tokyo, Japan",Male,17.8,Express,8.3,Yes,34
P9990,Textbooks,Books,1946.19,0,12,375,S773,18-24,"Paris, France",Female,37.85,Standard,16.27,No,26
P2809,Socks,Apparel,641.53,10,15,226,S160,45-54,"Berlin, Germany",Non-Binary,43.53,Standard,6.58,No,8
P2938,Shorts,Apparel,1978.81,0,15,208,S990,55+,"Sydney, Australia",Male,33.6,Overnight,12.5,Yes,38
P5762,Running Shoes,Footwear,313.24,20,10,5,S561,55+,"Tokyo, Japan",Female,4.34,Express,8.29,Yes,19
P7236,Microwave,Home Appliances,1328.61,25,8,215,S314,25-34,"Cape Town, South Africa",Non-Binary,1.15,Standard,16.54,No,39
P4355,Blender,Home Appliances,644.73,15,12,448,S808,25-34,"Phoenix, USA",Non-Binary,24.94,Express,2.91,Yes,31
P5461,Flats,Footwear,1313.84,0,5,134,S126,18-24,"New York, USA",Female,22.8,Standard,5.4,No,20
P6807,Textbooks,Books,1213.98,15,10,124,S433,35-44,"Berlin, Germany",Non-Binary,42.21,Overnight,18.72,No,81
P5098,Skirt,Apparel,1430.49,15,10,479,S962,35-44,"Phoenix, USA",Female,33.31,Overnight,1.74,Yes,77
P3863,Toaster,Home Appliances,1249.09,20,8,262,S948,55+,"Toronto, Canada",Male,12.24,Standard,8.53,No,77
P2179,Microwave,Home Appliances,555.95,5,10,407,S567,55+,"Paris, France",Non-Binary,45.15,Standard,2.43,Yes,37
P9934,Dishwasher,Home Appliances,579,0,12,466,S848,45-54,"Los Angeles, USA",Non-Binary,27.65,Express,3.55,Yes,48
P7419,Jacket,Apparel,527.17,10,15,421,S837,35-44,"Paris, France",Male,2.84,Standard,2.49,No,36
P5256,Washing Machine,Home Appliances,716.24,25,10,210,S754,25-34,"New York, USA",Female,37.08,Overnight,5.15,Yes,12
P9916,Sweater,Apparel,1155.51,25,12,206,S974,18-24,"Toronto, Canada",Non-Binary,45.76,Standard,12.88,Yes,26
P1467,Biographies,Books,1151.92,0,10,210,S950,18-24,"London, UK",Male,31.56,Standard,1.93,No,72
P9403,Comics,Books,682.51,15,8,115,S896,45-54,Singapore,Male,38.03,Overnight,8.72,No,86
P1545,Monitor,Electronics,1611.99,10,10,420,S399,55+,"Phoenix, USA",Non-Binary,43.63,Overnight,13.45,No,1
P1265,Blender,Home Appliances,1919.95,25,12,375,S405,35-44,"Toronto, Canada",Non-Binary,7.25,Standard,14.64,Yes,38
P2596,Flats,Footwear,1495.36,5,10,30,S432,35-44,"Sydney, Australia",Male,3.09,Express,17.75,No,66
P6305,Flats,Footwear,379.31,25,8,283,S928,55+,"Dubai, UAE",Female,19.69,Express,17.25,No,32
P3438,Biographies,Books,312.62,10,8,181,S759,35-44,"Cape Town, South Africa",Non-Binary,19.59,Standard,7.43,No,71
P5173,Non-Fiction,Books,1075.4,10,8,396,S377,55+,"Los Angeles, USA",Male,33.7,Overnight,14.84,No,68
P5385,Biographies,Books,241.58,25,15,97,S145,35-44,"New York, USA",Non-Binary,5.96,Standard,15.34,Yes,73
P4529,Refrigerator,Home Appliances,1376.89,10,12,263,S958,18-24,"Cape Town, South Africa",Non-Binary,17.54,Standard,16.89,No,8
P5244,Smartphone,Electronics,1024.09,5,12,90,S693,25-34,"Los Angeles, USA",Female,9.51,Overnight,17.74,No,84
P1604,Toaster,Home Appliances,1214.03,15,15,132,S984,55+,"Cape Town, South Africa",Male,16.14,Express,10.09,Yes,22
P1472,Hiking Shoes,Footwear,789.57,20,15,198,S335,35-44,"Cape Town, South Africa",Non-Binary,24.41,Express,5.59,Yes,65
P5330,Refrigerator,Home Appliances,777.34,20,10,243,S311,55+,"New York, USA",Male,21.24,Standard,15.84,No,32
P6896,Hiking Shoes,Footwear,1265.94,10,10,467,S277,55+,"Houston, USA",Female,14.64,Overnight,6.93,Yes,47
P3692,Toaster,Home Appliances,1469.86,25,8,248,S829,45-54,"Berlin, Germany",Male,17.14,Standard,19.71,Yes,17
P2792,Camera,Electronics,1801.2,10,15,270,S688,25-34,"Mumbai, India",Male,39.25,Standard,1.86,No,97
P2325,Running Shoes,Footwear,270.35,5,8,6,S163,18-24,"Houston, USA",Male,9.81,Standard,2.04,Yes,9
P8108,Heels,Footwear,1536.78,20,5,325,S874,18-24,"Mumbai, India",Male,14.41,Express,2.93,No,89
P1308,Shirt,Apparel,1556.83,15,5,156,S965,45-54,"Berlin, Germany",Female,44.91,Overnight,4.9,No,91
P3873,Running Shoes,Footwear,1940.09,0,8,103,S634,18-24,"Houston, USA",Female,48.45,Standard,8.71,No,40
P6239,Fiction,Books,1713.86,10,8,342,S190,18-24,"Mumbai, India",Female,0.19,Overnight,12.43,No,31
P5121,Blender,Home Appliances,725.79,10,5,404,S695,35-44,"Houston, USA",Male,45.61,Standard,4.73,No,44
P4404,Socks,Apparel,252.19,25,8,22,S930,55+,"Chicago, USA",Male,39.4,Express,15.79,Yes,47
P8768,Shirt,Apparel,1203.28,20,8,343,S791,55+,"Cape Town, South Africa",Male,37.92,Standard,1.37,Yes,61
P8263,Formal Shoes,Footwear,1336.01,15,8,309,S280,55+,"Phoenix, USA",Male,9.76,Express,15.63,No,81
P1046,Jacket,Apparel,340.69,10,10,194,S280,45-54,"Paris, France",Female,42.05,Overnight,13.9,Yes,84
P9832,Graphic Novels,Books,884.16,25,10,285,S624,35-44,"Sydney, Australia",Female,18.69,Express,9.29,Yes,75
P3074,Gaming Console,Electronics,1058.01,5,10,374,S458,45-54,"Houston, USA",Female,23.98,Standard,8.35,Yes,71
P6941,Jeans,Apparel,1612.67,20,8,60,S620,35-44,"Berlin, Germany",Female,49.8,Express,9.2,Yes,34
P4202,T-shirt,Apparel,1745.84,25,10,407,S992,18-24,"Chicago, USA",Male,17.17,Overnight,5.49,Yes,4
P4044,Blender,Home Appliances,125.83,0,15,484,S714,35-44,"Toronto, Canada",Male,36.11,Express,5.66,No,84
P6350,Washing Machine,Home Appliances,307.66,15,10,296,S297,25-34,"Berlin, Germany",Female,17.62,Express,16.62,Yes,46
P1507,Sandals,Footwear,1793.63,15,15,305,S387,55+,"Tokyo, Japan",Male,27.61,Standard,10.38,Yes,71
P1748,Shirt,Apparel,515.59,15,10,354,S146,45-54,"Berlin, Germany",Male,7.8,Overnight,17.03,No,95
P4732,Jeans,Apparel,563,5,15,332,S218,35-44,"Phoenix, USA",Non-Binary,15.92,Standard,12.7,Yes,13
P7291,Graphic Novels,Books,813.5,5,15,481,S857,55+,"Dubai, UAE",Female,25.01,Standard,2.74,No,30
P5051,Smartphone,Electronics,12.27,20,15,356,S786,35-44,"Phoenix, USA",Male,22.56,Overnight,5.51,Yes,6
P1447,Cookbooks,Books,760.87,0,5,302,S918,45-54,"Sydney, Australia",Female,22.59,Overnight,12.76,Yes,2
P4171,Refrigerator,Home Appliances,128.2,25,15,140,S852,45-54,"Chicago, USA",Female,21.61,Standard,4.91,No,23
P4130,Monitor,Electronics,52.35,20,15,80,S837,35-44,Singapore,Male,22.01,Express,1.54,Yes,88
P7697,Shorts,Apparel,613.82,20,12,119,S574,45-54,"Mumbai, India",Male,16.15,Overnight,4.79,Yes,4
P1449,Camera,Electronics,516.94,15,5,478,S699,18-24,"Chicago, USA",Male,21.94,Overnight,5.26,No,47
P2794,Formal Shoes,Footwear,328.37,20,10,283,S484,35-44,"Phoenix, USA",Female,26.72,Overnight,8.74,No,30
P2467,Textbooks,Books,68,5,10,27,S223,25-34,"Dubai, UAE",Male,2.36,Overnight,2.6,No,43
P1929,Shirt,Apparel,1820,25,10,186,S673,45-54,"London, UK",Non-Binary,40.2,Overnight,15.95,No,27
P4257,Formal Shoes,Footwear,1509.49,0,8,99,S344,18-24,"Tokyo, Japan",Male,42.03,Standard,11.46,No,53
P8683,Vacuum Cleaner,Home Appliances,1979.86,0,10,78,S942,45-54,"Los Angeles, USA",Female,35.74,Standard,17.68,No,67
P4979,Magazines,Books,600.25,0,15,396,S432,45-54,"Phoenix, USA",Male,22.04,Overnight,9.03,No,94
P3648,Formal Shoes,Footwear,681.6,25,12,132,S781,55+,"New York, USA",Male,12.84,Overnight,13.37,No,1
P3896,Cookbooks,Books,1178.08,10,5,249,S511,55+,"Toronto, Canada",Non-Binary,7.53,Express,5.8,No,8
P7383,Formal Shoes,Footwear,1211.22,10,12,49,S454,35-44,"Toronto, Canada",Male,20.43,Express,6.35,Yes,34
P6431,Skirt,Apparel,409.03,15,12,22,S441,18-24,Singapore,Female,0.59,Express,3.89,No,50
P3457,Sandals,Footwear,555.24,15,8,51,S244,45-54,"London, UK",Female,22.04,Express,6.84,Yes,6
P6539,Speaker,Electronics,1631.08,0,5,93,S415,45-54,"Phoenix, USA",Female,45.12,Overnight,16.38,Yes,83
P1304,Air Conditioner,Home Appliances,1843.3,10,15,340,S688,18-24,"Paris, France",Male,45.7,Express,12.94,No,68
P2380,Air Conditioner,Home Appliances,1399.53,0,5,37,S973,55+,"Cape Town, South Africa",Female,2.64,Express,19.51,Yes,30
P8061,Socks,Apparel,1115.52,5,10,375,S509,25-34,"London, UK",Female,26.99,Overnight,16.15,No,28
P2791,Biographies,Books,391.48,20,5,447,S377,45-54,"Houston, USA",Non-Binary,5.44,Express,9.07,Yes,10
P5074,Vacuum Cleaner,Home Appliances,156.51,5,8,142,S314,45-54,"Los Angeles, USA",Non-Binary,33.76,Standard,12.99,No,40
P3799,Magazines,Books,1549.77,10,10,22,S143,45-54,"Los Angeles, USA",Female,5.76,Standard,3.13,No,21
P1535,Sneakers,Footwear,373.22,5,10,228,S992,25-34,"Los Angeles, USA",Male,27.13,Overnight,14.03,No,81
P3540,T-shirt,Apparel,661.69,10,12,423,S618,18-24,Singapore,Female,29.21,Express,14.18,No,32
P4275,Toaster,Home Appliances,72.26,15,12,73,S274,35-44,"Phoenix, USA",Non-Binary,33.78,Overnight,3.73,Yes,0
P2009,Magazines,Books,590.44,25,15,198,S904,55+,"New York, USA",Female,7.84,Express,9.92,No,95
P6871,Comics,Books,1491.46,10,10,127,S112,45-54,"Houston, USA",Non-Binary,43.34,Standard,9.54,Yes,41
P3723,Hiking Shoes,Footwear,354.31,0,10,72,S727,25-34,"Houston, USA",Female,20.28,Overnight,15.24,Yes,19
P2315,Toaster,Home Appliances,170.19,25,12,139,S645,55+,"London, UK",Female,4.64,Express,3.75,Yes,30
P9601,Dress,Apparel,897.88,15,10,39,S353,55+,"Sydney, Australia",Female,36.62,Overnight,11.46,Yes,41
P8896,Textbooks,Books,1359.44,10,12,451,S991,55+,"New York, USA",Non-Binary,47.66,Express,12.1,Yes,29
P6408,Washing Machine,Home Appliances,790.53,15,10,171,S933,55+,"Toronto, Canada",Male,43.67,Express,6.79,Yes,27
P7386,Boots,Footwear,323.03,0,12,405,S550,55+,"Los Angeles, USA",Male,49.83,Standard,1.65,No,15
P9944,Heels,Footwear,1766.15,0,5,202,S482,55+,"Dubai, UAE",Female,36.39,Overnight,2.47,Yes,8
P1134,Jacket,Apparel,728.54,0,5,261,S820,45-54,"London, UK",Female,4.51,Express,16.54,Yes,71
P4062,Sneakers,Footwear,1220.13,5,5,249,S879,55+,"Tokyo, Japan",Non-Binary,7.35,Overnight,19.54,No,88
P7686,Refrigerator,Home Appliances,1972.89,0,8,335,S104,25-34,"Sydney, Australia",Male,18.52,Standard,16.55,No,40
P2765,Smartphone,Electronics,367.02,20,12,161,S424,45-54,"New York, USA",Male,31.23,Overnight,6.07,No,69
P4700,Cookbooks,Books,1990.58,20,12,483,S161,55+,"Houston, USA",Non-Binary,8.81,Overnight,16.23,Yes,27
P2509,Boots,Footwear,1134.56,10,12,234,S762,25-34,"London, UK",Non-Binary,1.22,Express,6.55,Yes,19
P6768,Textbooks,Books,569.6,0,12,333,S728,25-34,"Tokyo, Japan",Male,23.32,Express,4.75,Yes,5
P2688,Laptop,Electronics,207.29,0,15,74,S382,25-34,"Mumbai, India",Non-Binary,26.47,Standard,17.22,Yes,80
P6427,Microwave,Home Appliances,1846.26,0,5,305,S238,18-24,"Houston, USA",Male,24.39,Overnight,8.38,No,30
P5468,Laptop,Electronics,44.61,25,12,25,S181,35-44,"Tokyo, Japan",Non-Binary,9.78,Express,17.08,No,1
P5316,Heels,Footwear,1528.86,10,5,197,S146,35-44,"Chicago, USA",Male,10.87,Overnight,1.75,Yes,38
P4356,Sneakers,Footwear,1165.18,0,5,186,S754,55+,"Dubai, UAE",Female,5.22,Overnight,12.18,Yes,78
P2359,Tablet,Electronics,209.41,5,12,87,S991,25-34,"Houston, USA",Non-Binary,23.84,Express,5.24,Yes,28
P4786,Smartphone,Electronics,249.14,5,5,376,S603,45-54,"Cape Town, South Africa",Male,44.37,Standard,13.05,Yes,1
P6516,Fiction,Books,1767.34,5,5,122,S766,25-34,"Paris, France",Male,28.73,Standard,7.98,No,0
P2305,Tablet,Electronics,328.51,20,8,372,S752,55+,"Sydney, Australia",Male,32.8,Overnight,15.44,Yes,60
P7040,Speaker,Electronics,1482.17,5,5,129,S111,25-34,"Phoenix, USA",Non-Binary,17.07,Express,19.36,No,78
P4903,Monitor,Electronics,1421.53,5,10,41,S556,55+,"Berlin, Germany",Non-Binary,45.34,Express,5.89,Yes,86
P9790,Dishwasher,Home Appliances,692.62,10,8,147,S892,25-34,"Paris, France",Non-Binary,42.11,Express,15.16,No,97
P9056,Sweater,Apparel,978.49,0,12,120,S503,18-24,"New York, USA",Female,47.59,Express,6.81,No,55
P5697,Dishwasher,Home Appliances,1286.43,0,12,41,S992,35-44,"London, UK",Female,3.75,Express,13.73,No,47
P5062,Monitor,Electronics,818.39,5,15,456,S930,35-44,"Los Angeles, USA",Female,30.83,Standard,4.6,Yes,99
P3841,Shorts,Apparel,807.78,15,5,481,S377,25-34,"Dubai, UAE",Male,20.51,Overnight,11.97,Yes,20
P9489,Slippers,Footwear,817.34,25,12,59,S100,45-54,"Toronto, Canada",Female,1.71,Overnight,7.5,No,54
P1678,Camera,Electronics,464.48,5,10,167,S131,18-24,"Los Angeles, USA",Male,31.4,Standard,15.67,Yes,76
P1780,Toaster,Home Appliances,160.41,10,12,190,S594,45-54,"Phoenix, USA",Non-Binary,3.54,Express,18.24,Yes,13
P5588,Smartwatch,Electronics,1293.8,5,10,4,S327,45-54,"Tokyo, Japan",Non-Binary,25.87,Express,8.67,No,62
P7825,Sneakers,Footwear,546.71,20,8,22,S282,55+,"London, UK",Male,15.15,Express,13.18,Yes,98
P5325,Monitor,Electronics,1244.5,5,12,211,S765,35-44,"Houston, USA",Non-Binary,42.06,Express,16.67,Yes,99
P4926,Boots,Footwear,251.61,15,5,48,S806,35-44,"Mumbai, India",Non-Binary,13.2,Express,19.7,No,31
P7209,Running Shoes,Footwear,462.97,10,8,217,S212,18-24,"Toronto, Canada",Female,7.92,Overnight,9.61,Yes,89
P8494,Washing Machine,Home Appliances,256.6,15,12,288,S624,55+,"Toronto, Canada",Male,7.92,Express,2.8,Yes,59
P4758,Shirt,Apparel,1698.66,15,10,382,S824,55+,"Paris, France",Male,0.37,Express,11.69,Yes,82
P3305,Dress,Apparel,1075.81,5,8,358,S413,18-24,"New York, USA",Non-Binary,29.74,Overnight,11.1,Yes,96
P1309,Headphones,Electronics,1310.28,15,8,253,S981,45-54,"Phoenix, USA",Female,32.53,Overnight,3.21,No,8
P6943,Comics,Books,1126.63,25,12,312,S229,45-54,"Tokyo, Japan",Non-Binary,31.57,Standard,1.55,No,47
P9436,Flats,Footwear,1936.6,0,5,446,S881,55+,"Los Angeles, USA",Non-Binary,1.46,Express,11.24,Yes,51
P6670,Jeans,Apparel,1785.86,5,15,233,S328,25-34,"Chicago, USA",Male,37.68,Standard,9.46,No,80
P4690,Shirt,Apparel,1347.21,0,10,133,S666,55+,"Toronto, Canada",Female,35.35,Overnight,18.66,Yes,50
P3018,Toaster,Home Appliances,431.54,20,12,266,S496,25-34,"New York, USA",Female,30.53,Standard,11.98,Yes,53
P8372,Shorts,Apparel,974.78,0,8,183,S542,18-24,"Tokyo, Japan",Non-Binary,2.41,Overnight,16.99,Yes,25
P9725,Smartwatch,Electronics,806.51,0,10,148,S716,25-34,"Toronto, Canada",Non-Binary,21.23,Overnight,17.86,Yes,98
P7456,T-shirt,Apparel,1044.11,15,8,85,S171,25-34,"Cape Town, South Africa",Female,15.24,Standard,10.19,Yes,70
P4956,Dishwasher,Home Appliances,20.36,10,12,166,S591,25-34,"Chicago, USA",Female,44.86,Overnight,16.91,Yes,12
P2692,Washing Machine,Home Appliances,826.48,15,12,96,S101,55+,"Tokyo, Japan",Female,14.47,Standard,5.05,No,35
P3953,Sweater,Apparel,657.27,15,15,228,S674,18-24,"Chicago, USA",Male,10.99,Overnight,19.54,Yes,58
P4104,Jeans,Apparel,598.65,0,12,20,S817,35-44,"Sydney, Australia",Non-Binary,28.02,Express,3.7,Yes,83
P4309,Textbooks,Books,1688.96,5,12,268,S771,45-54,"Cape Town, South Africa",Male,35.72,Overnight,7.26,No,83
P1253,T-shirt,Apparel,138.26,10,12,474,S854,45-54,"Toronto, Canada",Non-Binary,7.9,Standard,15.13,Yes,87
P8282,Textbooks,Books,751.02,15,12,363,S822,55+,"Berlin, Germany",Male,27.96,Express,3.91,No,40
P8195,Smartwatch,Electronics,763.16,10,10,110,S269,25-34,"Dubai, UAE",Non-Binary,29.49,Standard,9.81,No,43
P4748,Monitor,Electronics,1658.2,15,15,83,S755,18-24,"Paris, France",Female,1.59,Standard,17.49,Yes,98
P2593,Jeans,Apparel,684,25,15,14,S220,35-44,"Mumbai, India",Female,41.76,Overnight,8.66,No,1
P2657,Magazines,Books,1113.36,15,8,237,S215,18-24,"Sydney, Australia",Non-Binary,3.75,Standard,16.87,Yes,93
P4358,Cookbooks,Books,331.64,0,8,157,S107,35-44,"Sydney, Australia",Male,39.57,Standard,4.37,Yes,3
P8819,Speaker,Electronics,1041.15,0,10,274,S280,18-24,Singapore,Non-Binary,18.72,Express,4.06,Yes,24
P5648,Textbooks,Books,1612.49,0,5,307,S864,45-54,"London, UK",Non-Binary,9.74,Express,3.41,No,51
P5646,Toaster,Home Appliances,181.24,0,8,182,S529,35-44,"Los Angeles, USA",Male,32.46,Express,17.07,Yes,66
P3500,Heels,Footwear,1090.11,0,12,144,S830,55+,"New York, USA",Female,3.56,Standard,15.98,Yes,92
P4266,Speaker,Electronics,603.63,5,5,150,S221,55+,"Mumbai, India",Male,7.91,Overnight,2.81,No,25
P2826,Blender,Home Appliances,448.42,25,8,204,S414,18-24,"Tokyo, Japan",Female,6.09,Overnight,14.53,No,9
P3055,Monitor,Electronics,853.08,0,12,224,S858,35-44,"Mumbai, India",Female,22.32,Express,13.98,No,79
P7913,Hiking Shoes,Footwear,927.87,15,5,119,S116,18-24,"Chicago, USA",Male,6.4,Express,12.09,Yes,60
P6734,Jacket,Apparel,1948.41,10,8,3,S707,25-34,"Tokyo, Japan",Female,35.08,Express,9.62,No,56
P5434,Sweater,Apparel,991.55,10,5,84,S586,55+,"Tokyo, Japan",Male,24.27,Standard,16.11,No,36
P1284,Headphones,Electronics,750.95,5,5,495,S960,55+,"Houston, USA",Female,43.95,Overnight,6.56,No,70
P1945,Jacket,Apparel,829.23,25,15,159,S119,35-44,"Houston, USA",Non-Binary,30.28,Overnight,10.3,Yes,20
P6778,Fiction,Books,1878.73,0,8,193,S421,55+,"Mumbai, India",Female,43.41,Express,16.93,Yes,84
P9345,Vacuum Cleaner,Home Appliances,1642.82,20,10,444,S350,55+,"Houston, USA",Non-Binary,8.45,Overnight,3.14,No,24
P5883,Refrigerator,Home Appliances,524.89,20,15,372,S739,45-54,"Mumbai, India",Male,2.41,Standard,7.85,Yes,76
P4980,Headphones,Electronics,1124.29,20,12,464,S814,55+,"Berlin, Germany",Non-Binary,20.99,Overnight,9.33,Yes,15
P4646,Comics,Books,313.23,0,8,499,S432,25-34,"New York, USA",Non-Binary,35.93,Overnight,1.33,No,92
P4578,Washing Machine,Home Appliances,1196.2,0,8,48,S603,18-24,"New York, USA",Female,46.57,Standard,5.34,Yes,47
P9757,Microwave,Home Appliances,124.65,25,12,2,S152,55+,"Paris, France",Non-Binary,12.81,Standard,17.34,No,96
P1151,Tablet,Electronics,1411.03,20,12,155,S585,25-34,"Houston, USA",Male,3.69,Standard,15.72,No,55
P2308,Camera,Electronics,521,15,5,289,S798,35-44,"Dubai, UAE",Non-Binary,24.21,Overnight,12.78,Yes,19
P9442,Vacuum Cleaner,Home Appliances,658.99,0,5,381,S637,18-24,Singapore,Male,0.08,Standard,7.7,Yes,12
P1431,Sneakers,Footwear,556.91,0,15,404,S377,25-34,"Berlin, Germany",Non-Binary,5.41,Express,16.56,Yes,95
P3159,Hiking Shoes,Footwear,1660.34,10,5,496,S591,45-54,"Sydney, Australia",Non-Binary,9,Overnight,8.62,No,22
P9061,Socks,Apparel,1250.71,0,5,317,S369,35-44,"Houston, USA",Non-Binary,36.76,Express,6.91,Yes,49
P1570,Blender,Home Appliances,1067.23,0,10,456,S174,35-44,"Mumbai, India",Female,42.31,Overnight,9.58,Yes,58
P2988,Dishwasher,Home Appliances,586.4,10,10,174,S975,55+,"Chicago, USA",Non-Binary,8.77,Overnight,15.44,Yes,1
P3439,Gaming Console,Electronics,665.44,5,10,10,S402,45-54,"Sydney, Australia",Female,6.84,Standard,14.02,No,99
P6128,Hiking Shoes,Footwear,1677.81,20,10,430,S352,25-34,"New York, USA",Non-Binary,17.05,Standard,7.15,Yes,94
P4603,Air Conditioner,Home Appliances,1445.86,15,5,225,S801,18-24,"Sydney, Australia",Male,2.55,Express,16.98,No,36
P4173,Smartwatch,Electronics,1753.07,15,15,295,S450,18-24,"London, UK",Male,14.97,Overnight,18.15,No,3
P1759,Jacket,Apparel,855.28,5,8,1,S218,35-44,"Sydney, Australia",Non-Binary,16.52,Standard,18.38,Yes,4
P8468,Hiking Shoes,Footwear,1222.11,0,8,229,S149,45-54,"Houston, USA",Non-Binary,28.12,Express,14.06,Yes,7
P1555,Biographies,Books,1317.94,5,10,64,S671,18-24,"Toronto, Canada",Female,36.87,Standard,18.98,No,23
P4611,Jacket,Apparel,1227.36,0,10,106,S493,45-54,"Berlin, Germany",Male,2.01,Standard,2.04,No,77
P2053,Shorts,Apparel,1430.26,5,15,401,S233,18-24,"Paris, France",Male,15.93,Express,19.04,Yes,74
P3056,Gaming Console,Electronics,1979.06,0,12,460,S718,35-44,"Paris, France",Non-Binary,7.63,Overnight,1.95,No,25
P6485,Socks,Apparel,769.36,5,10,465,S814,45-54,"New York, USA",Male,9.81,Overnight,16.89,Yes,82
P9208,Speaker,Electronics,231.96,5,12,173,S381,18-24,"New York, USA",Female,15.9,Standard,16.53,No,92
P7345,T-shirt,Apparel,1342.49,0,12,161,S406,45-54,"Cape Town, South Africa",Female,34.41,Overnight,1.08,Yes,65
P3012,Air Conditioner,Home Appliances,1627.03,25,12,269,S903,45-54,"Tokyo, Japan",Female,33.42,Standard,17.18,No,3
P6091,Sneakers,Footwear,825.61,20,12,98,S602,35-44,"New York, USA",Female,0.15,Standard,15.29,Yes,14
P8779,Smartwatch,Electronics,707.04,10,10,88,S579,45-54,"Tokyo, Japan",Male,2.19,Overnight,14.42,Yes,70
P8483,Sandals,Footwear,1390.66,0,8,430,S831,35-44,"Paris, France",Male,45.07,Express,5.8,Yes,2
P7469,Non-Fiction,Books,1905.63,10,15,338,S920,45-54,"Houston, USA",Male,10.01,Overnight,5.06,No,70
P7785,Biographies,Books,1076.33,5,8,90,S852,45-54,Singapore,Male,9.34,Express,14.64,Yes,11
P6879,Sandals,Footwear,1065.22,5,12,75,S348,25-34,"Los Angeles, USA",Male,15.53,Standard,17.06,No,50
P5028,Magazines,Books,835.99,25,10,15,S274,18-24,"Tokyo, Japan",Male,0.71,Overnight,17.2,Yes,99
P5188,Slippers,Footwear,635.8,0,5,345,S875,55+,"New York, USA",Non-Binary,28.95,Express,11.37,Yes,8
P6899,Formal Shoes,Footwear,1813.15,10,12,270,S926,18-24,"Houston, USA",Male,4.96,Standard,6.83,No,38
P9973,Sneakers,Footwear,401.6,10,10,237,S355,55+,Singapore,Non-Binary,23.22,Overnight,17.45,No,97
P3624,Textbooks,Books,88.14,20,15,472,S570,45-54,"Tokyo, Japan",Male,42.19,Standard,14.66,Yes,47
P2841,Camera,Electronics,1739.25,0,8,291,S267,18-24,"Mumbai, India",Non-Binary,15.83,Express,10.83,No,47
P1491,Air Conditioner,Home Appliances,943.46,20,5,2,S459,35-44,"Cape Town, South Africa",Female,45.03,Overnight,5.91,No,27
